"Tipos de despesa, número e tamanho médio das famílias", "Despesa monetária e não monetária média mensal familiar (R$)", "Total", "Até 1908 (2)","Mais de 1908 a 2862","Mais de 2862 a 5724","Mais de 5724 a 9540","Mais de 9540 a 14310","Mais de 14310 a 23850","Mais de 23850"
  Óleos e gorduras,"9,14","5,14","10,50","8,66","10,36","5,23","19,66","24,70"
   Óleo de soja,"6,15","4,91","7,82","6,85","5,10","2,92","8,66","3,49"
   Azeite de oliva,"2,23",-,"2,68","1,03","3,80","1,66","8,89","17,18"
   Outros,"0,77","0,23",-,"0,78","1,46","0,65","2,10","4,03"
  Bebidas e infusões,"49,79","20,37","28,61","50,57","81,80","59,89","97,28","85,18"
   Café moído,"10,86","6,17","8,11","12,55","14,00","6,23","20,98","14,82"
   Refrigerantes,"11,99","4,53","8,24","12,00","20,92","8,27","21,73","30,82"
   Bebidas não alcoólicas light e diet,"0,08",-,-,"0,04",-,"0,46","0,57","0,57"
   Cervejas e chopes,"13,68","5,40","5,94","12,35","29,85","19,96","21,50","9,11"
   Outras bebidas alcoólicas,"2,20","0,62","0,44","1,96","3,65","6,09","7,63",-
   Outras,"10,97","3,65","5,88","11,68","13,38","18,89","24,86","29,86"
  Enlatados e conservas,"3,09","0,26","2,40","2,93","3,66","5,85","10,64","7,33"
  Sal e condimentos,"10,82","3,35","7,64","12,10","13,02","14,62","22,65","23,28"
   Massa de tomate,"1,35","0,53","0,95","1,54","2,13","0,96","1,91","2,07"
   Maionese,"0,90","0,21","0,60","1,01","1,40","1,10","1,89","0,67"
   Sal refinado,"0,54","0,29","0,61","0,60","0,61","0,57","0,70","0,07"
   Outros,"8,03","2,33","5,49","8,95","8,89","11,98","18,15","20,48"
  Alimentos preparados,"23,07","7,59","15,85","21,59","31,21","32,94","54,02","86,33"
  Outros alimentos,"44,75","29,44","30,56","40,42","78,96","62,13","35,89","57,77"
 Alimentação fora do domicílio,"342,50","121,69","213,65","341,09","522,64","525,63","613,92","728,40"
  Almoço e jantar,"234,79","80,90","124,00","226,08","370,65","374,84","488,64","594,04"
"  Café, leite, café/leite e chocolate","3,60","1,07","4,49","4,46","3,50","4,22","1,34","2,91"
  Sanduíches e salgados,"26,46","7,82","18,59","26,44","38,24","47,87","54,86","26,24"
  Refrigerantes e outras bebidas não alcoólicas ,"9,32","5,35","8,29","9,19","11,92","12,36","15,29","10,73"
  Lanches,"27,27","10,40","21,92","30,70","45,84","27,81","14,11","20,01"
"  Cervejas, chopes e outras bebidas alcoólicas ","12,74","7,05","13,38","12,13","17,75","16,97","15,14","5,84"
  Alimentação light e diet,"0,15","0,06","0,17","0,29",-,-,-,"0,20"
  Outras,"28,17","9,05","22,80","31,80","34,74","41,57","24,53","68,42"
Número de famílias,909062,147514,157774,345116,143685,64981,32248,17743
Tamanho médio da família,"2,93","2,26","2,63","3,10","3,29","3,14","3,41","3,35"
