"Tipos de despesa, número e tamanho médio das famílias", "Despesa monetária e não monetária média mensal familiar (R$)", "Total", "Até 1908 (2)","Mais de 1908 a 2862","Mais de 2862 a 5724","Mais de 5724 a 9540","Mais de 9540 a 14310","Mais de 14310 a 23850","Mais de 23850"
   Bebidas não alcoólicas light e diet,"0,07",-,"0,04","0,17","0,28",-,-,-
   Cervejas e chopes,"5,39","1,65","2,77","9,06","11,88","10,54","16,27","22,87"
   Outras bebidas alcoólicas,"1,86","1,26","1,96","2,41","2,08","0,87","2,53","8,56"
   Outras,"4,90","1,73","3,67","5,52","8,55","7,91","23,72","51,09"
  Enlatados e conservas,"2,12","0,90","1,91","2,54","3,44","5,74","7,37","7,71"
  Sal e condimentos,"7,98","4,28","7,04","9,21","13,06","14,94","27,06","32,22"
   Massa de tomate,"0,75","0,44","0,74","0,95","1,05","1,22","1,89","1,24"
   Maionese,"0,33","0,08","0,31","0,48","0,88","1,16","0,37",-
   Sal refinado,"0,27","0,30","0,28","0,25","0,18","0,15",-,"0,69"
   Outros,"6,64","3,46","5,71","7,52","10,95","12,42","24,80","30,29"
  Alimentos preparados,"7,99","3,37","6,87","9,64","20,49","11,81","14,57","39,38"
  Outros alimentos,"26,19","15,69","22,18","37,11","16,49","52,62","33,69","189,95"
 Alimentação fora do domicílio,"226,13","85,36","164,06","314,09","448,65","418,23","744,95","1174,31"
  Almoço e jantar,"146,63","44,97","96,37","203,01","311,73","265,88","600,95","961,48"
"  Café, leite, café/leite e chocolate","1,50","1,13","1,63","2,00","1,43","1,06","2,64","0,27"
  Sanduíches e salgados,"17,17","7,43","12,13","24,31","35,98","46,13","36,11","38,86"
  Refrigerantes e outras bebidas não alcoólicas ,"9,19","5,14","7,76","13,23","12,55","13,28","22,36","25,53"
  Lanches,"24,38","11,33","22,56","32,74","43,05","46,43","37,93","98,31"
"  Cervejas, chopes e outras bebidas alcoólicas ","16,40","7,67","14,97","23,84","33,49","23,09","23,28","29,14"
  Alimentação light e diet,"0,10","0,03","0,06","0,04","0,03","0,71","0,81","1,76"
  Outras,"10,77","7,68","8,57","14,93","10,39","21,66","20,88","18,95"
Número de famílias,4901100,1889653,1093739,1203923,381714,166461,107076,58534
Tamanho médio da família,"3,01","2,71","3,03","3,33","3,26","3,43","3,12","2,88"
